x,y
0.0,0.0
0.0006283813688548441,0.0006283813275007377
0.0012567627377096883,0.0012567624068768565
0.0018851441065645324,0.0018851429900038357
0.0025135254754193766,0.00251352282875735
0.0031419068442742207,0.003141901675013368
0.003770288213129065,0.0037702792806482517
0.004398669581983909,0.00439865539753885
0.005027050950838753,0.005027029777562604
0.005655432319693597,0.005655402172597636
0.006283813688548441,0.0062837723345228556
0.006912195057403286,0.006912140015218051
0.00754057642625813,0.007540504966563994
0.008168957795112973,0.00816886694044253
0.008797339163967818,0.008797225688736685
0.009425720532822663,0.009425580963330753
0.010054101901677506,0.010053932516110402
0.01068248327053235,0.010682280098962773
0.011310864639387195,0.011310623463776572
0.01193924600824204,0.011938962362442166
0.012567627377096883,0.012567296546851691
0.013196008745951726,0.013195625768899145
0.013824390114806571,0.013823949780480483
0.014452771483661416,0.01445226833349372
0.01508115285251626,0.015080581179839018
0.015709534221371103,0.015708888071418806
0.016337915590225946,0.01633718876013785
0.016966296959080793,0.016965482997903382
0.017594678327935636,0.017593770536625163
0.01822305969679048,0.01822205112821561
0.018851441065645326,0.018850324524589887
0.01947982243450017,0.019478590477665984
0.020108203803355013,0.020106848739364844
0.020736585172209856,0.020735099061610442
0.0213649665410647,0.021363341196329884
0.021993347909919546,0.021991574895453524
0.02262172927877439,0.022619799910915023
0.023250110647629232,0.023248015994651493
0.02387849201648408,0.023876222898603562
0.024506873385338922,0.024504420374715483
0.025135254754193766,0.02513260817493523
0.02576363612304861,0.025760786051214606
0.026392017491903452,0.026388953755509325
0.0270203988607583,0.027017111039779128
0.027648780229613142,0.027645257655987847
0.028277161598467986,0.028273393356103554
0.028905542967322832,0.02890151789209862
0.029533924336177676,0.02952963101594981
0.03016230570503252,0.030157732479638422
0.030790687073887362,0.030785822035150342
0.031419068442742205,0.03141389943447616
0.03204744981159705,0.03204196442961127
0.03267583118045189,0.03267001677255595
0.03330421254930674,0.03329805621531551
0.033932593918161585,0.0339260825099003
0.034560975287016425,0.0345540954083259
0.03518935665587127,0.035182094662613184
